SrcIP;DstIP;SrcPort;DstPort;SNI;OrgName;JA3hash;JA4hash;AppName;Type;JA3Shash;JA4Shash;Filename;Version
131.202.240.242;173.194.196.16;5512;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5510;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5508;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5506;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5504;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5500;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5498;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5492;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5490;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5488;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5486;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5484;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5481;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5477;465;smtp.googlemail.com;Google LLC, GOOGLE;8a30f0d6949c90f49319a38d9903eaac;t12d230800_d3642cc0373c_61504b45406b;email;0;fbe78c619e7ea20046131294ad087f05;t120100_c02f_bc98f8e001b5;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.196.16;5474;465;smtp.googlemail.com;Google LLC, GOOGLE;4608277f3745f812c2d423f6ab5ddba0;t12d230700_d3642cc0373c_b49e40c19e17;email;0;389ed42c02ebecc32e73aa31def07e14;t120400_c02f_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;173.194.123.1;32603;443;safebrowsing-cache.google.com;Google LLC, GOOGLE;f046ecfffffbf2daa1895d38f56d2233;t12d2111h1_f51103c65f73_c905abbc9856;facebook;0;2cde83d6dca04c36517c3bb40d7cb3ed;t1206h4_cc14_53258dfa7744;tests/iscx-vpn-novpn-2016/facebook_chat_4b-extracted.csv;0
131.202.240.242;173.194.123.124;5983;443;ad.doubleclick.net;Google LLC, GOOGLE;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;d7a9785fd65195c3ee2c6c43207af3fb;t120400_c013_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/skype_chat1a-extracted.csv;0
131.202.240.242;157.56.96.123;31700;443;fe2.update.microsoft.com;Microsoft Corporation, MSFT-GFS;9ebde3c14286077a87a6fea2f2b7a93e;t12d240700_9295eb73ea51_c66d2ff098b4;voipbuster;0;80b3a14bccc8598a1f3bbe83e71f735f;t120100_003c_bc98f8e001b5;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.253.34.162;5944;443;flex.msn.com;Microsoft Corp, MICROSOFT;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;A;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1a-extracted.csv;0
131.202.240.242;131.202.6.26;5502;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;email;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;131.202.6.26;5493;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;email;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;131.202.6.26;5475;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;email;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/email1a-extracted.csv;0
131.202.240.242;131.202.6.26;50624;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;ftps;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/ftps_down_1b-extracted.csv;0
131.202.240.242;131.202.6.26;32683;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;hangout;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/hangout_chat_4b-extracted.csv;0
131.202.240.242;131.202.6.26;32608;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;facebook;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/facebook_chat_4b-extracted.csv;0
131.202.240.242;131.202.6.26;32452;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;aim;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/aim_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;32448;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;aim;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/aim_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;32447;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;aim;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/aim_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;32445;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;aim;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/aim_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;32444;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;icq;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/icq_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;32442;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;icq;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/icq_chat_3b-extracted.csv;0
131.202.240.242;131.202.6.26;31698;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31697;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31695;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31694;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31692;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31691;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31690;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31668;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;131.202.6.26;31667;13000;;University of New Brunswick, UNB-IPNET;1a6fa4f374abe0eef3d3a5e7f2777127;t12i800400_15c493246000_c70a3c84db07;voipbuster;0;7c02dbae662670040c7af9bd15fb7e2f;t120200_009d_2412b79bd618;tests/iscx-vpn-novpn-2016/voipbuster_4b-extracted.csv;0
131.202.240.242;104.45.158.137;6018;443;pipe.skype.com;Microsoft Corporation, MSFT;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1a-extracted.csv;0
131.202.240.242;104.45.158.137;5949;443;pipe.skype.com;Microsoft Corporation, MSFT;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1a-extracted.csv;0
131.202.240.242;104.45.158.137;5914;443;pipe.skype.com;Microsoft Corporation, MSFT;feb5fef784808df9ee29e72563146ff5;t12d260700_e99a3d2b2b8b_c66d2ff098b4;skype;0;a70303593a393dfd863b76d9da6c3ace;t120100_c028_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_chat1a-extracted.csv;0
131.202.240.150;91.190.218.34;58458;443;login.skype.com;Skype Noc, SKYPE-DU5 (ie);0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;skype;0;c253ec3ad88e42f8da4032682892f9a0;t120100_0004_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_file2-extracted.csv;0
131.202.240.150;91.190.218.34;58457;443;login.skype.com;Skype Noc, SKYPE-DU5 (ie);0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;skype;0;c253ec3ad88e42f8da4032682892f9a0;t120100_0004_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_file2-extracted.csv;0
131.202.240.150;89.31.101.136;52610;443;ace.adoftheyear.com;XL Internet Services Hostmaster, XLIS-Backup (NL);a5633331bbe74cc6a4a89257e5094188;t10d1209h5_d6df81a36f88_ca8eaa162b4b;youtube;A;2b1707a465df276a9d7427846b1dc6ba;t100300_0033_2412b79bd618;tests/iscx-vpn-novpn-2016/youtube5-extracted.csv;0
131.202.240.150;89.31.101.136;52608;443;ace.adoftheyear.com;XL Internet Services Hostmaster, XLIS-Backup (NL);1e67431b78a64adf42e0fee804fb15e5;t12d1209h5_d6df81a36f88_50e68031a889;youtube;A;2b1707a465df276a9d7427846b1dc6ba;t100300_0033_2412b79bd618;tests/iscx-vpn-novpn-2016/youtube5-extracted.csv;0
131.202.240.150;74.201.141.150;35481;443;pd3-imp.revsci.net;INAP-NYM007-TRADINGTECH-74-201-141-0, INAP-NYM007-TRADINGTECH-74-201-141-0;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;youtube;0;db8185c4eafa7114cadaf05965b09ef0;t120200_0035_bc98f8e001b5;tests/iscx-vpn-novpn-2016/youtubeHTML5_1-extracted.csv;0
131.202.240.150;74.125.226.5;48003;443;clients4.google.com;Google LLC, GOOGLE;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;2d1eb5817ece335c24904f516ad5da12;t1205h4_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/vimeo3-extracted.csv;0
131.202.240.150;74.125.226.4;53275;443;i.ytimg.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;youtube;0;26a3105a04b573d00a21b3e0d98d0b12;t1206h4_c02b_53258dfa7744;tests/iscx-vpn-novpn-2016/youtubeHTML5_1-extracted.csv;0
131.202.240.150;74.125.226.4;53274;443;i.ytimg.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;youtube;0;26a3105a04b573d00a21b3e0d98d0b12;t1206h4_c02b_53258dfa7744;tests/iscx-vpn-novpn-2016/youtubeHTML5_1-extracted.csv;0
131.202.240.150;74.125.226.3;59032;443;play.google.com;Google LLC, GOOGLE;cb986deb1c471bb53a135ac3d264bbc9;t12d1210h5_d6df81a36f88_3f182aacf7dd;hangout;A;96681175a9547081bf3d417f1a572091;t1202h5_c02b_bc98f8e001b5;tests/iscx-vpn-novpn-2016/hangouts_audio2a-extracted.csv;0
131.202.240.150;74.125.226.3;59029;443;play.google.com;Google LLC, GOOGLE;1e67431b78a64adf42e0fee804fb15e5;t12d1209h5_d6df81a36f88_50e68031a889;hangout;A;2d1eb5817ece335c24904f516ad5da12;t1205h5_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/hangouts_audio2a-extracted.csv;0
131.202.240.150;74.125.226.26;39410;443;www.googletagservices.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;vimeo;A;9f5e2e0d84076af5475bbe44debdb03e;t1206h4_c02f_53258dfa7744;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;74.125.226.25;43962;443;googleads.g.doubleclick.net;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;vimeo;A;9f5e2e0d84076af5475bbe44debdb03e;t1206h4_c02f_53258dfa7744;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;74.125.226.22;56113;443;mail.google.com;Google LLC, GOOGLE;1e67431b78a64adf42e0fee804fb15e5;t12d1209h5_d6df81a36f88_50e68031a889;hangout;A;2d1eb5817ece335c24904f516ad5da12;t1205h5_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/hangouts_audio2a-extracted.csv;0
131.202.240.150;74.125.226.183;50632;443;ssl.gstatic.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;spotify;A;26a3105a04b573d00a21b3e0d98d0b12;t1206h4_c02b_53258dfa7744;tests/iscx-vpn-novpn-2016/spotify4-extracted.csv;0
131.202.240.150;74.125.226.12;44225;443;tpc.googlesyndication.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;vimeo;A;9f5e2e0d84076af5475bbe44debdb03e;t1206h4_c02f_53258dfa7744;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;74.125.226.0;57919;443;clients4.google.com;Google LLC, GOOGLE;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;netflix;A;26a3105a04b573d00a21b3e0d98d0b12;t1206h4_c02b_53258dfa7744;tests/iscx-vpn-novpn-2016/netflix3-extracted.csv;0
131.202.240.150;74.125.136.94;44860;443;csi.gstatic.com;Google LLC, GOOGLE;1e67431b78a64adf42e0fee804fb15e5;t12d1209h5_d6df81a36f88_50e68031a889;hangout;A;2d1eb5817ece335c24904f516ad5da12;t1205h5_c02b_bec8bdbaef8a;tests/iscx-vpn-novpn-2016/hangouts_audio2a-extracted.csv;0
131.202.240.150;72.21.91.187;58293;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58292;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58291;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58251;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;a581216ec2acc27ac2391e7dc2b279ba;t12d1811s1_27d4652c4487_f2efb249ca37;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58250;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;a581216ec2acc27ac2391e7dc2b279ba;t12d1811s1_27d4652c4487_f2efb249ca37;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58249;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;a581216ec2acc27ac2391e7dc2b279ba;t12d1811s1_27d4652c4487_f2efb249ca37;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo4-extracted.csv;0
131.202.240.150;72.21.91.187;58193;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo3-extracted.csv;0
131.202.240.150;72.21.91.187;58192;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo3-extracted.csv;0
131.202.240.150;72.21.91.187;58191;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo3-extracted.csv;0
131.202.240.150;72.21.91.187;58110;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo2-extracted.csv;0
131.202.240.150;72.21.91.187;58109;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo2-extracted.csv;0
131.202.240.150;72.21.91.187;58108;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo2-extracted.csv;0
131.202.240.150;72.21.91.187;58052;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;72.21.91.187;58051;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;72.21.91.187;58050;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;72.21.91.187;58049;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;45b50439d5e1cfc78a39e410dd10de39;t12d1810s1_27d4652c4487_5bb8d82126a6;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;72.21.91.187;58034;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;a581216ec2acc27ac2391e7dc2b279ba;t12d1811s1_27d4652c4487_f2efb249ca37;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;72.21.91.187;58033;443;livepassdl.conviva.com;Edgecast Inc., EDGECAST-NETBLK-01;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;vimeo;A;0c0aff9ccea5e7e1de5c3a0069d103f3;t120400_c02f_e1dda4771ae8;tests/iscx-vpn-novpn-2016/vimeo1-extracted.csv;0
131.202.240.150;68.67.176.47;57524;443;secure.adnxs.com;Xandr Inc., APPNE-NET1;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;vimeo;A;f2330448a99fe144021ca92cace91bbe;t120200_009c_2412b79bd618;tests/iscx-vpn-novpn-2016/vimeo2-extracted.csv;0
131.202.240.150;66.235.146.201;33864;443;smetrics.skype.com;Adobe Inc., OMTR-SJ1;0428c12bc4cb3264a24743d451544648;t12d1811s1_27d4652c4487_06a4338d0495;skype;0;f1fa76056f8bc2ceb553ffd1185bac6d;t120100_0005_bc98f8e001b5;tests/iscx-vpn-novpn-2016/skype_file2-extracted.csv;0
